seed,method,display_name,source_method,sample_index,true_id,pred_id,true_label,costly_pred_label,critical_cost,predicted_id,margin,is_positive_margin,checkpoint_path,metric_path
42,CSADA,CSADA,csada,211,6,15,53489-0156,68382-0227,10.0,6,0.018599510192871094,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,212,6,15,53489-0156,68382-0227,10.0,6,1.6803193092346191,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,213,6,15,53489-0156,68382-0227,10.0,6,0.6826157569885254,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,214,6,15,53489-0156,68382-0227,10.0,7,0.24690032005310059,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,215,6,15,53489-0156,68382-0227,10.0,6,1.752516508102417,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,216,6,15,53489-0156,68382-0227,10.0,6,1.6624114513397217,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,217,6,15,53489-0156,68382-0227,10.0,6,1.6637139320373535,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,218,6,15,53489-0156,68382-0227,10.0,15,-0.7400860786437988,False,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,219,6,15,53489-0156,68382-0227,10.0,15,-1.2691378593444824,False,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,220,6,15,53489-0156,68382-0227,10.0,6,2.0737645626068115,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,221,6,15,53489-0156,68382-0227,10.0,6,1.4983506202697754,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,222,6,15,53489-0156,68382-0227,10.0,6,1.979872226715088,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,223,6,15,53489-0156,68382-0227,10.0,6,2.173354148864746,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,224,7,0,53746-0544,00378-0208,10.0,7,7.882271647453308,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,225,7,0,53746-0544,00378-0208,10.0,7,8.728190422058105,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,226,7,0,53746-0544,00378-0208,10.0,7,8.695289134979248,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,227,7,0,53746-0544,00378-0208,10.0,7,8.091156840324402,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,228,7,0,53746-0544,00378-0208,10.0,7,8.294259786605835,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,229,7,0,53746-0544,00378-0208,10.0,7,8.178119838237762,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,230,7,0,53746-0544,00378-0208,10.0,7,8.542678356170654,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,231,7,0,53746-0544,00378-0208,10.0,7,7.991984844207764,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,232,7,0,53746-0544,00378-0208,10.0,7,8.50539755821228,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,233,7,0,53746-0544,00378-0208,10.0,7,9.006611347198486,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,234,7,0,53746-0544,00378-0208,10.0,7,7.315826773643494,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,235,7,0,53746-0544,00378-0208,10.0,7,8.599679112434387,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,236,7,0,53746-0544,00378-0208,10.0,7,9.013346314430237,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,237,7,0,53746-0544,00378-0208,10.0,7,8.690391182899475,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,238,7,0,53746-0544,00378-0208,10.0,7,8.609460592269897,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,239,7,0,53746-0544,00378-0208,10.0,7,3.41387140750885,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,240,7,0,53746-0544,00378-0208,10.0,7,8.72198235988617,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,241,7,0,53746-0544,00378-0208,10.0,7,8.1475670337677,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,242,7,0,53746-0544,00378-0208,10.0,7,8.781679630279541,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,243,7,0,53746-0544,00378-0208,10.0,7,8.501869678497314,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,244,7,0,53746-0544,00378-0208,10.0,7,7.6019397377967834,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,245,7,0,53746-0544,00378-0208,10.0,7,8.708100438117981,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,246,7,0,53746-0544,00378-0208,10.0,7,8.955182790756226,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,247,7,0,53746-0544,00378-0208,10.0,7,8.688831686973572,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,248,7,0,53746-0544,00378-0208,10.0,7,8.560047507286072,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,249,7,0,53746-0544,00378-0208,10.0,7,8.4074627161026,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,250,7,0,53746-0544,00378-0208,10.0,7,8.113176167011261,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,251,7,0,53746-0544,00378-0208,10.0,7,8.763597130775452,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,252,7,0,53746-0544,00378-0208,10.0,7,8.627248525619507,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,253,7,0,53746-0544,00378-0208,10.0,7,8.381577849388123,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,254,7,0,53746-0544,00378-0208,10.0,7,8.557178378105164,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,255,7,0,53746-0544,00378-0208,10.0,7,8.841857194900513,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,480,15,6,68382-0227,53489-0156,8.0,15,2.003096103668213,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,481,15,6,68382-0227,53489-0156,8.0,15,2.657961130142212,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,482,15,6,68382-0227,53489-0156,8.0,15,2.173227310180664,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,483,15,6,68382-0227,53489-0156,8.0,15,1.4693827629089355,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,484,15,6,68382-0227,53489-0156,8.0,15,2.991377830505371,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,485,15,6,68382-0227,53489-0156,8.0,15,2.200303316116333,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,486,15,6,68382-0227,53489-0156,8.0,15,1.9801092147827148,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,487,15,6,68382-0227,53489-0156,8.0,15,1.513709545135498,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,488,15,6,68382-0227,53489-0156,8.0,15,1.55686616897583,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,489,15,6,68382-0227,53489-0156,8.0,15,2.9626216888427734,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,490,15,6,68382-0227,53489-0156,8.0,15,2.587313413619995,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,491,15,6,68382-0227,53489-0156,8.0,15,2.1790127754211426,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,492,15,6,68382-0227,53489-0156,8.0,15,1.3962621688842773,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,493,15,6,68382-0227,53489-0156,8.0,15,2.2798821926116943,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,494,15,6,68382-0227,53489-0156,8.0,15,2.2204699516296387,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,495,15,6,68382-0227,53489-0156,8.0,15,1.6482367515563965,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,496,15,6,68382-0227,53489-0156,8.0,15,1.8075175285339355,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,497,15,6,68382-0227,53489-0156,8.0,15,3.1263604164123535,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,498,15,6,68382-0227,53489-0156,8.0,15,2.0653929710388184,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,499,15,6,68382-0227,53489-0156,8.0,15,2.4411840438842773,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,500,15,6,68382-0227,53489-0156,8.0,15,1.8102259635925293,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,501,15,6,68382-0227,53489-0156,8.0,15,2.3300557136535645,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,502,15,6,68382-0227,53489-0156,8.0,15,2.3479678630828857,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,503,15,6,68382-0227,53489-0156,8.0,15,2.0656652450561523,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,504,15,6,68382-0227,53489-0156,8.0,15,2.0263633728027344,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,505,15,6,68382-0227,53489-0156,8.0,15,1.8686878681182861,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,506,15,6,68382-0227,53489-0156,8.0,15,2.0991413593292236,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,507,15,6,68382-0227,53489-0156,8.0,15,2.5919480323791504,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,508,15,6,68382-0227,53489-0156,8.0,15,1.8936762809753418,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,509,15,6,68382-0227,53489-0156,8.0,15,2.523277759552002,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,510,15,6,68382-0227,53489-0156,8.0,15,2.5431952476501465,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,CSADA,CSADA,csada,511,15,6,68382-0227,53489-0156,8.0,15,2.430539131164551,True,checkpoints/pmi20_run_csada_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_csada_lr5e5_s42_05-04_09-27/metrics_20260504_092806_csada.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,160,5,2,50111-0434,00591-0461,10.0,5,8.057891011238098,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,161,5,2,50111-0434,00591-0461,10.0,5,7.6392733454704285,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,162,5,2,50111-0434,00591-0461,10.0,5,9.309260606765747,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,163,5,2,50111-0434,00591-0461,10.0,5,9.134087681770325,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,164,5,2,50111-0434,00591-0461,10.0,5,10.191029168665409,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,165,5,2,50111-0434,00591-0461,10.0,5,9.718883156776428,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,166,5,2,50111-0434,00591-0461,10.0,5,8.279771327972412,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,167,5,2,50111-0434,00591-0461,10.0,5,8.48281180858612,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,168,5,2,50111-0434,00591-0461,10.0,5,8.581721283495426,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,169,5,2,50111-0434,00591-0461,10.0,5,7.938746452331543,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,170,5,2,50111-0434,00591-0461,10.0,5,9.410766214132309,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,171,5,2,50111-0434,00591-0461,10.0,5,8.76249349117279,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,172,5,2,50111-0434,00591-0461,10.0,5,6.727463006973267,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
42,NICME,"NICME (alpha=0.5, lambda=0.1)",nicme_extra_a0p5_l0p1_pmi20,173,5,2,50111-0434,00591-0461,10.0,5,7.6470746994018555,True,checkpoints/pmi20_alpha_lambda6_run_nicme_v3_extra_a0p5_l0p1_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_alpha_lambda6_run_nicme_extra_a0p5_l0p1_pmi20_lr5e5_s42_05-04_14-50/metrics_20260504_145014_nicme_hybrid.json
